name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,GW
Orel Mangala,MID,Everton,1.8,0,0,10,0,2.0,651,10
Darwin Núñez Ribeiro,FWD,Liverpool,3.3,0,0,11,0,11.3,316,10
Josh Bowler,MID,Nott'm Forest,0.0,0,0,0,0,0.0,426,10
Sugawara Yukinari,DEF,Southampton,2.5,1,0,13,0,10.3,474,10
Aaron Wan-Bissaka,DEF,West Ham,1.0,0,0,3,0,4.1,388,10
Bobby De Cordova-Reid,MID,Leicester,0.3,0,0,0,0,0.0,290,10
Manuel Ugarte,MID,Man Utd,0.2,0,0,-2,0,1.1,652,10
Nathan Broadhead,MID,Ipswich,0.0,0,0,0,0,0.0,262,10
Matheus Luiz Nunes,MID,Man City,4.0,0,0,15,0,65.4,356,10
Jake O'Brien,DEF,Everton,0.5,0,0,0,0,0.0,582,10
Cameron Peupion,MID,Brighton,-1.0,0,0,0,0,0.0,140,10
Felipe Rodrigues da Silva,DEF,Nott'm Forest,0.7,0,0,0,0,0.0,653,10
Kosta Nedeljković,DEF,Aston Villa,-0.5,0,0,0,0,0.0,50,10
Jay Stansfield,FWD,Fulham,0.0,0,0,0,0,0.0,256,10
Nikola Milenković,DEF,Nott'm Forest,4.3,0,0,25,1,11.4,573,10
Sepp van den Berg,DEF,Brentford,1.0,0,0,3,0,0.6,338,10
Kevin Mbabu,DEF,Fulham,0.0,0,0,0,0,0.0,250,10
Malang Sarr,DEF,Chelsea,0.0,0,0,0,0,0.0,176,10
Jarrad Branthwaite,DEF,Everton,1.2,0,0,3,0,0.3,219,10
Ferdi Kadioglu,DEF,Brighton,3.8,0,0,12,0,20.6,628,10
Mats Wieffer,MID,Brighton,0.0,0,0,2,0,12.0,149,10
Kyle Walker,DEF,Man City,0.0,0,0,0,0,18.6,363,10
Shea Charles,MID,Southampton,0.0,0,0,0,0,0.0,458,10
Samuel Edozie,MID,Southampton,0.0,0,0,0,0,0.0,459,10
Robert Sánchez,GK,Chelsea,2.5,0,0,8,0,0.0,185,10
Sergio Reguilón,DEF,Spurs,0.5,0,0,0,0,0.0,496,10
Asmir Begovic,GK,Everton,0.5,0,0,0,0,0.0,624,10
Conor Townsend,DEF,Ipswich,0.3,0,0,0,0,0.0,583,10
Ricardo Barbosa Pereira,DEF,Leicester,0.7,0,0,9,0,3.4,302,10
Massimo Luongo,MID,Ipswich,0.0,0,0,0,0,0.0,277,10
Harvey Elliott,MID,Liverpool,0.0,0,0,0,0,0.0,319,10
Garang Kuol,MID,Newcastle,-1.0,0,0,0,0,0.0,406,10
Rúben Gato Alves Dias,DEF,Man City,3.0,0,0,0,0,0.0,361,10
Romelu Lukaku Bolingoli,FWD,Chelsea,0.0,0,0,0,0,0.0,175,10
Ben Chilwell,DEF,Chelsea,0.5,0,0,0,0,0.0,160,10
George Hirst,FWD,Ipswich,4.0,0,0,-2,0,0.3,272,10
Daniel Jebbison,FWD,Bournemouth,0.0,0,0,0,0,0.0,69,10
Tyrick Mitchell,DEF,Crystal Palace,3.0,0,0,8,0,16.3,210,10
Myles Peart-Harris,MID,Brentford,0.0,0,0,0,0,0.0,103,10
Mahmoud Dahoud,MID,Brighton,0.0,0,0,0,0,0.0,119,10
Jonathan Panzo,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,441,10
Nico O'Reilly,MID,Man City,1.0,0,0,0,0,0.0,607,10
Aaron Ramsdale,GK,Southampton,4.2,0,2,33,1,0.0,14,10
Moussa Diaby,MID,Aston Villa,0.0,0,0,0,0,0.0,34,10
Micky van de Ven,DEF,Spurs,0.0,0,0,0,0,0.0,506,10
Igor Thiago Nascimento Rodrigues,FWD,Brentford,0.0,0,0,0,0,0.0,107,10
Kaden Rodney,MID,Crystal Palace,0.0,0,0,0,0,0.0,647,10
Callum Hudson-Odoi,MID,Nott'm Forest,5.0,0,2,39,1,49.7,434,10
Armel Bella-Kotchap,DEF,Southampton,-0.5,0,0,0,0,0.0,456,10
Rodrigo Martins Gomes,MID,Wolves,0.3,0,0,0,0,0.0,563,10
Lamare Bogarde,DEF,Aston Villa,-0.5,0,0,0,0,0.0,598,10
Noussair Mazraoui,DEF,Man Utd,1.2,0,0,21,0,2.3,594,10
Cameron Archer,FWD,Southampton,3.8,0,0,7,1,11.2,27,10
Ezri Konsa Ngoyo,DEF,Aston Villa,0.2,0,0,4,0,3.9,44,10
Pedro Porro,DEF,Spurs,2.2,0,0,5,0,4.6,495,10
Alfie Devine,MID,Spurs,0.0,0,0,0,0,0.0,485,10
Elkan Baggott,DEF,Ipswich,0.0,0,0,0,0,0.0,261,10
Erling Haaland,FWD,Man City,4.3,0,0,-1,0,0.6,351,10
Leif Davis,DEF,Ipswich,4.3,0,2,24,0,40.6,267,10
Harry Amass,DEF,Man Utd,-0.5,0,0,0,0,0.0,670,10
Jahmai Simpson-Pusey,DEF,Man City,2.2,0,0,0,0,0.0,672,10
Virgil van Dijk,DEF,Liverpool,5.7,1,0,14,0,11.3,339,10
Bilal El Khannouss,MID,Leicester,1.3,0,0,4,0,10.8,635,10
Konstantinos Mavropanos,DEF,West Ham,0.7,0,0,6,0,0.5,528,10
Matt Turner,GK,Crystal Palace,0.0,0,0,0,0,0.0,445,10
Juan Larios López,DEF,Southampton,-0.5,0,0,0,0,0.0,464,10
Harry Toffolo,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,444,10
Toby Collyer,MID,Man Utd,-0.5,0,0,0,0,0.0,613,10
Asher Agbinone,MID,Crystal Palace,0.3,0,0,0,0,0.0,646,10
Kadan Young,MID,Aston Villa,-0.5,0,0,0,0,0.0,656,10
Caleb Wiley,DEF,Chelsea,0.0,0,0,0,0,0.0,575,10
Ethan Pinnock,DEF,Brentford,3.0,0,0,8,0,0.6,104,10
William Saliba,DEF,Arsenal,0.7,0,0,19,0,2.7,18,10
Altay Bayindir,GK,Man Utd,-0.5,0,0,0,0,0.0,367,10
Rodrigo Bentancur,MID,Spurs,1.5,0,0,4,0,3.7,480,10
Dominic Solanke-Mitchell,FWD,Spurs,7.2,1,3,71,0,0.3,82,10
Chris Richards,DEF,Crystal Palace,0.0,0,0,0,0,0.0,194,10
Rayan Aït-Nouri,DEF,Wolves,2.7,0,0,-2,0,2.8,533,10
James Justin,DEF,Leicester,0.7,0,0,0,0,0.0,295,10
Joshua Zirkzee,FWD,Man Utd,1.5,0,0,3,0,0.3,389,10
Martin Ødegaard,MID,Arsenal,0.0,0,0,0,0,0.0,13,10
Cesare Casadei,MID,Chelsea,0.5,0,0,0,0,0.0,158,10
Jaden Philogene,MID,Aston Villa,-0.8,0,0,1,0,0.8,569,10
Mario Lemina,MID,Wolves,1.0,0,0,8,0,0.4,557,10
Jack Fletcher,MID,Man Utd,-0.5,0,0,0,0,0.0,667,10
Adam Wharton,MID,Crystal Palace,0.0,0,0,0,0,0.0,216,10
Luis Sinisterra,MID,Bournemouth,0.0,0,0,0,0,0.0,80,10
Michael Keane,DEF,Everton,6.2,0,0,2,0,0.6,228,10
Omar Richards,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,438,10
Álex Moreno Lopera,DEF,Nott'm Forest,5.3,1,0,35,1,16.1,26,10
Stephy Mavididi,MID,Leicester,1.3,0,0,5,0,25.8,298,10
Anthony Gordon,MID,Newcastle,1.7,1,0,24,1,27.6,398,10
Diego Carlos Santos Silva,DEF,Aston Villa,0.2,0,0,-14,0,0.7,35,10
Facundo Pellistri Rebollo,MID,Man Utd,0.0,0,0,0,0,0.0,384,10
Trent Alexander-Arnold,DEF,Liverpool,2.7,0,0,26,0,27.0,311,10
Josh King,MID,Fulham,0.0,0,0,0,0,0.0,604,10
Matt O'Riley,MID,Brighton,-0.8,0,0,0,0,0.0,629,10
Wanya Marçal-Madivádua,MID,Leicester,0.0,0,0,0,0,0.0,297,10
Jamal Lewis,DEF,Newcastle,0.0,0,0,0,0,0.0,408,10
Jørgen Strand Larsen,FWD,Wolves,6.0,0,2,38,0,23.2,566,10
Jack Harrison,MID,Everton,2.5,0,0,-3,0,0.5,224,10
Riccardo Calafiori,DEF,Arsenal,0.0,0,0,0,0,0.0,578,10
Luke Cundle,MID,Wolves,0.0,0,0,0,0,0.0,540,10
Jan Bednarek,DEF,Southampton,2.2,0,0,29,1,1.0,455,10
André Onana,GK,Man Utd,1.2,0,0,9,0,0.0,383,10
Odsonne Edouard,FWD,Leicester,0.0,0,0,0,0,0.0,198,10
Deivid Washington de Souza Eugênio,FWD,Chelsea,0.5,0,0,0,0,0.0,165,10
Lewis O'Brien,MID,Nott'm Forest,0.0,0,0,0,0,0.0,439,10
Bukayo Saka,MID,Arsenal,4.7,0,0,9,0,22.9,17,10
Alex Mighten,MID,Nott'm Forest,0.0,0,0,0,0,0.0,435,10
Djed Spence,DEF,Spurs,0.4,0,0,0,0,0.0,504,10
Hamza Choudhury,MID,Leicester,0.0,0,0,0,0,0.0,287,10
Wesley Fofana,DEF,Chelsea,1.5,0,0,16,0,0.8,189,10
Lucas Digne,DEF,Aston Villa,3.2,0,0,5,0,53.8,36,10
Joe Aribo,MID,Southampton,3.2,0,0,4,0,2.1,452,10
Killian Cahill,GK,Brighton,-1.0,0,0,0,0,0.0,668,10
Fábio Ferreira Vieira,MID,Arsenal,0.0,0,0,0,0,0.0,1,10
Guglielmo Vicario,GK,Spurs,2.8,0,0,6,0,0.0,508,10
Tony Yogane,MID,Brentford,0.0,0,0,0,0,0.0,661,10
Nathan Fraser,FWD,Wolves,0.0,0,0,0,0,0.0,546,10
Christian Walton,GK,Ipswich,0.0,0,0,0,0,0.0,283,10
Matthijs de Ligt,DEF,Man Utd,0.8,0,0,9,0,0.3,593,10
Jack Hinshelwood,MID,Brighton,0.3,0,0,16,0,5.0,126,10
Antoine Semenyo,MID,Bournemouth,3.3,0,3,50,0,40.6,78,10
Will Dennis,GK,Bournemouth,-1.0,0,0,0,0,0.0,599,10
Omari Giraud-Hutchinson,MID,Ipswich,1.7,0,0,2,1,23.3,274,10
Dane Scarlett,FWD,Spurs,0.0,0,0,0,0,0.0,500,10
Joe Lumley,GK,Southampton,-0.5,0,0,0,0,0.0,466,10
Dwight McNeil,MID,Everton,2.8,0,0,14,0,26.8,230,10
Kim Ji-soo,DEF,Brentford,0.0,0,0,0,0,0.0,96,10
Franco Umeh-Chibueze,MID,Crystal Palace,0.0,0,0,0,0,0.0,644,10
Andy Irving,MID,West Ham,0.3,0,0,6,0,0.3,576,10
Karl Hein,GK,Arsenal,0.0,0,0,0,0,0.0,5,10
Nathaniel Clyne,DEF,Crystal Palace,0.3,0,0,1,0,0.0,196,10
Saša Lukić,MID,Fulham,0.0,0,0,0,0,0.0,249,10
Kevin De Bruyne,MID,Man City,0.0,0,0,0,0,0.0,345,10
Norberto Murara Neto,GK,Arsenal,1.0,0,0,0,0,0.0,73,10
Tyrell Malacia,DEF,Man Utd,-0.1,0,0,0,0,0.0,379,10
Lucas Tolentino Coelho de Lima,MID,West Ham,0.7,0,0,6,0,5.6,527,10
Lewis Dunk,DEF,Brighton,0.5,0,0,0,0,0.0,120,10
Mason Holgate,DEF,Everton,0.0,0,0,0,0,0.0,225,10
Kurt Zouma,DEF,West Ham,0.0,0,0,0,0,0.0,532,10
Sékou Mara,FWD,Southampton,0.0,0,0,0,0,0.0,468,10
Antony Matheus dos Santos,MID,Man Utd,-0.1,0,0,0,0,0.0,365,10
Dara O'Shea,DEF,Ipswich,1.0,0,0,10,0,0.6,630,10
Kalvin Phillips,MID,Ipswich,1.0,0,0,0,0,6.5,359,10
Ibrahima Konaté,DEF,Liverpool,2.0,0,0,-1,0,0.2,326,10
Chadi Riad Dnanou,DEF,Crystal Palace,0.0,0,0,0,0,0.0,195,10
Freddie Ladapo,FWD,Ipswich,0.0,0,0,0,0,0.0,276,10
Levi Colwill,DEF,Chelsea,2.2,0,0,8,0,1.0,162,10
Nick Pope,GK,Newcastle,2.3,0,0,19,1,0.0,413,10
Jorge Luiz Frello Filho,MID,Arsenal,1.0,0,0,-1,0,0.3,7,10
Oliwier Zych,GK,Aston Villa,-0.5,0,0,0,0,0.0,641,10
Luke Woolfenden,DEF,Ipswich,0.7,0,0,0,0,0.0,284,10
Łukasz Fabiański,GK,West Ham,1.7,0,0,1,0,0.0,521,10
Idrissa Gueye,MID,Everton,2.8,0,0,10,0,13.7,222,10
Joe Gomez,DEF,Liverpool,1.7,0,0,8,0,0.2,322,10
Dominic Calvert-Lewin,FWD,Everton,2.5,0,0,6,1,0.3,220,10
Yerson Mosquera,DEF,Wolves,0.0,0,0,0,0,0.0,558,10
Sil Swinkels,DEF,Aston Villa,-0.5,0,0,0,0,0.0,640,10
Konstantinos Tsimikas,DEF,Liverpool,2.3,0,1,27,0,40.3,337,10
Christian Nørgaard,MID,Brentford,2.7,1,0,21,0,23.0,101,10
Emiliano Martínez Romero,GK,Aston Villa,2.8,0,0,0,0,0.0,47,10
Declan Rice,MID,Arsenal,4.0,0,0,9,0,40.8,16,10
Dejan Kulusevski,MID,Spurs,5.5,1,0,18,0,36.4,492,10
Pascal Groß,MID,Brighton,0.0,0,0,0,0,0.0,125,10
Gabriel dos Santos Magalhães,DEF,Arsenal,1.7,0,0,9,0,14.3,3,10
Cody Gakpo,FWD,Liverpool,5.0,0,3,35,0,16.8,321,10
Salah-Eddine Oulad M'hand,MID,Arsenal,1.0,0,0,0,0,0.0,638,10
Mohammed Kudus,MID,West Ham,0.0,0,0,0,0,0.0,525,10
Benicio Baker-Boaitey,MID,Brighton,0.0,0,0,0,0,0.0,114,10
Vitaly Janelt,MID,Brentford,5.3,0,2,28,0,2.3,94,10
Adama Traoré,MID,Fulham,3.0,1,0,16,0,26.1,239,10
Jens Cajuste,MID,Ipswich,0.7,0,0,2,0,0.0,619,10
Tommy Setford,GK,Arsenal,1.0,0,0,0,0,0.0,639,10
Alexis Mac Allister,MID,Liverpool,1.7,0,0,5,0,1.8,329,10
Endo Wataru,MID,Liverpool,1.7,0,0,4,0,0.1,320,10
João Pedro Ferreira Silva,MID,Nott'm Forest,0.8,0,0,3,0,0.8,596,10
Ashley Phillips,DEF,Spurs,0.0,0,0,0,0,0.0,478,10
Keane Lewis-Potter,MID,Brentford,3.3,0,0,6,1,11.0,98,10
Ben Johnson,DEF,Ipswich,0.5,0,0,9,0,22.2,275,10
Michael Golding,MID,Leicester,0.0,0,0,0,0,0.0,292,10
João Félix Sequeira,MID,Chelsea,0.5,0,0,0,0,0.0,621,10
Remi Matthews,GK,Crystal Palace,0.0,0,0,0,0,0.0,209,10
Alfie Gilchrist,DEF,Chelsea,0.0,0,0,0,0,0.0,170,10
Nayef Aguerd,DEF,West Ham,0.0,0,0,0,0,0.0,529,10
Emile Smith Rowe,MID,Fulham,3.0,0,0,19,0,57.0,19,10
Enes Ünal,FWD,Bournemouth,0.0,0,0,0,0,0.0,65,10
Lucas Bergström,GK,Chelsea,0.5,0,0,0,0,0.0,154,10
Kacper Kozłowski,MID,Brighton,0.0,0,0,0,0,0.0,130,10
Francisco Evanilson de Lima Barbosa,FWD,Bournemouth,5.7,0,1,32,1,0.8,617,10
Axel Tuanzebe,DEF,Ipswich,0.0,0,0,0,0,0.0,282,10
Gabriel Fernando de Jesus,FWD,Arsenal,1.7,0,0,0,0,2.2,2,10
Iliman Ndiaye,FWD,Everton,4.8,0,0,6,1,1.6,232,10
David Raya Martin,GK,Arsenal,2.3,0,0,11,0,0.0,15,10
Enso González,MID,Wolves,0.0,0,0,0,0,0.0,547,10
Archie Gray,MID,Spurs,1.2,0,0,2,0,0.4,489,10
Christopher Nkunku,MID,Chelsea,0.8,0,0,0,0,0.0,181,10
Manuel Akanji,DEF,Man City,2.5,0,0,9,0,1.7,340,10
Kaelan Casey,DEF,West Ham,0.0,0,0,0,0,0.0,643,10
Ryan Gravenberch,MID,Liverpool,3.0,0,0,18,0,1.8,323,10
Joe Willock,MID,Newcastle,0.3,0,0,7,1,11.4,420,10
Mark Flekken,GK,Brentford,3.0,0,0,24,0,0.0,91,10
Lewis Cook,MID,Bournemouth,1.3,0,0,12,0,1.3,64,10
Alex Iwobi,MID,Fulham,5.0,0,0,16,0,50.8,247,10
Ethan Nwaneri,MID,Arsenal,2.0,0,0,2,0,1.0,12,10
Ross Stewart,FWD,Southampton,0.0,0,0,0,0,0.0,473,10
Matt Doherty,DEF,Wolves,0.0,0,0,0,0,0.0,543,10
Alejo Véliz,FWD,Spurs,0.0,0,0,0,0,0.0,507,10
Ilkay Gündogan,MID,Man City,3.7,1,0,25,0,32.8,625,10
Isaac Hayden,MID,Newcastle,-1.0,0,0,0,0,0.0,400,10
Wilson Odobert,MID,Spurs,0.0,0,0,0,0,0.0,612,10
Conor Bradley,DEF,Liverpool,1.3,0,0,4,0,0.0,313,10
Tom Cairney,MID,Fulham,0.7,0,0,4,0,16.3,243,10
Jarell Quansah,DEF,Liverpool,1.0,0,0,0,0,0.0,333,10
Jacob Ramsey,MID,Aston Villa,2.2,0,0,13,0,1.3,53,10
Emiliano Buendía Stati,MID,Aston Villa,-0.2,0,0,0,0,0.0,31,10
James McAtee,MID,Man City,1.0,0,0,0,0,0.0,357,10
Andrew Robertson,DEF,Liverpool,2.0,0,0,0,0,0.0,335,10
Luke Harris,MID,Fulham,0.0,0,0,0,0,0.0,246,10
Youri Tielemans,MID,Aston Villa,3.2,0,0,17,0,35.2,57,10
João Neves Virgínia,GK,Everton,0.5,0,0,0,0,0.0,227,10
Oleksandr Zinchenko,DEF,Arsenal,1.3,0,0,5,0,2.4,25,10
Francisco Jorge Tomás Oliveira,MID,Wolves,0.0,0,0,0,0,0.0,537,10
Ederson Santana de Moraes,GK,Man City,4.3,0,0,12,0,0.0,347,10
Andrew Omobamidele,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,440,10
Norberto Bercique Gomes Betuncal,FWD,Everton,3.2,0,0,1,0,0.0,218,10
Diogo Dalot Teixeira,DEF,Man Utd,0.5,0,0,4,0,0.9,369,10
Pape Matar Sarr,MID,Spurs,2.8,0,0,17,0,8.5,499,10
Danny Welbeck,FWD,Brighton,6.0,1,0,17,0,16.0,148,10
Yankuba Minteh,MID,Brighton,-0.8,0,0,0,0,0.0,135,10
Nathan Aké,DEF,Man City,1.3,0,0,2,0,3.2,341,10
Bernd Leno,GK,Fulham,3.3,0,0,11,0,0.0,248,10
Jamaal Lascelles,DEF,Newcastle,0.0,0,0,0,0,0.0,407,10
Axel Disasi,DEF,Chelsea,0.5,0,0,0,0,0.0,167,10
Ismeal Kabia,MID,Arsenal,1.0,0,0,0,0,0.0,659,10
Kevin Schade,MID,Brentford,1.3,0,0,3,0,4.8,106,10
Victor Kristiansen,DEF,Leicester,0.5,0,0,16,0,19.5,296,10
Kyle Walker-Peters,DEF,Southampton,4.5,0,3,39,1,42.6,476,10
Daniel Bentley,GK,Wolves,0.0,0,0,0,0,0.0,536,10
Ivan Toney,FWD,Brentford,0.0,0,0,0,0,0.0,108,10
Carlos Soler,MID,West Ham,0.7,0,0,2,0,2.7,654,10
Antonee Robinson,DEF,Fulham,3.0,1,1,26,0,41.5,255,10
Romain Faivre,MID,Bournemouth,0.0,0,0,0,0,0.0,66,10
James Ward-Prowse,MID,Nott'm Forest,0.0,0,0,0,0,0.0,531,10
Patson Daka,FWD,Leicester,0.0,0,0,0,0,0.0,289,10
Illia Zabarnyi,DEF,Bournemouth,2.3,0,0,13,0,0.3,85,10
Gavin Bazunu,GK,Southampton,0.0,0,0,0,0,0.0,454,10
Sven Botman,DEF,Newcastle,0.0,0,0,0,0,0.0,393,10
Hugo Bueno López,DEF,Wolves,0.0,0,0,0,0,0.0,549,10
Danny Ward,GK,Leicester,0.0,0,0,0,0,0.0,308,10
Samuel Amo-Ameyaw,MID,Southampton,-0.5,0,0,0,0,0.0,451,10
Joe Gauci,GK,Aston Villa,-0.5,0,0,0,0,0.0,39,10
João Pedro Junqueira de Jesus,FWD,Brighton,-1.0,0,0,0,0,0.0,129,10
Justin Kluivert,MID,Bournemouth,4.3,0,0,8,1,30.3,71,10
Martin Dúbravka,GK,Newcastle,-1.0,0,0,0,0,0.0,396,10
Flynn Downes,MID,Southampton,1.5,0,0,12,1,20.2,518,10
Alejandro Garnacho,MID,Man Utd,4.2,0,0,2,0,5.9,372,10
Ronnie Edwards,DEF,Southampton,-0.5,0,0,0,0,0.0,460,10
Edson Álvarez Velázquez,MID,West Ham,0.3,0,0,-7,0,1.3,511,10
Jack Grealish,MID,Man City,0.0,0,0,0,0,0.0,349,10
Marcus Myers-Harness,MID,Ipswich,0.0,0,0,0,0,0.0,271,10
Jack Taylor,MID,Ipswich,0.0,0,0,0,0,0.0,281,10
Simon Adingra,MID,Brighton,-0.7,0,0,3,0,0.5,113,10
Ben Mee,DEF,Brentford,0.0,0,0,-2,0,0.0,100,10
Leon Chiwome,FWD,Wolves,0.0,0,0,0,0,0.0,539,10
Eric da Silva Moreira,MID,Nott'm Forest,0.3,0,0,3,0,0.0,428,10
Luis Guilherme Lira dos Santos,MID,West Ham,0.0,0,0,0,0,0.0,526,10
Joe Hodge,MID,Wolves,0.0,0,0,0,0,0.0,551,10
Chiedozie Ogbene,MID,Ipswich,0.0,0,0,0,0,0.0,632,10
Harrison Armstrong,MID,Everton,0.5,0,0,0,0,0.0,603,10
Carney Chukwuemeka,MID,Chelsea,0.5,0,0,0,0,0.0,161,10
Tom King,GK,Wolves,0.0,0,0,0,0,0.0,556,10
Wout Faes,DEF,Leicester,1.3,0,0,12,0,1.3,291,10
Leny Yoro,DEF,Man Utd,-0.1,0,0,0,0,0.0,572,10
Pedro Lomba Neto,MID,Chelsea,3.2,0,0,10,0,2.4,560,10
Ian Maatsen,DEF,Aston Villa,-0.2,0,0,0,0,0.0,45,10
Harry Winks,MID,Leicester,3.0,0,0,17,0,16.3,309,10
Mads Roerslev Rasmussen,DEF,Brentford,1.7,0,0,3,0,11.5,105,10
Jurriën Timber,DEF,Arsenal,2.0,0,0,5,0,14.0,6,10
Saša Kalajdžić,FWD,Wolves,0.0,0,0,0,0,0.0,555,10
Anthony Elanga,MID,Nott'm Forest,2.7,0,0,10,1,15.0,432,10
Julio Enciso,MID,Brighton,-0.3,0,0,0,0,0.0,121,10
Naouirou Ahamada,MID,Crystal Palace,0.0,0,0,0,0,0.0,190,10
Jeremy Sarmiento Morante,MID,Brighton,0.0,0,0,0,0,0.0,141,10
Ayden Heaven,DEF,Arsenal,1.0,0,0,0,0,0.0,658,10
Vladimír Coufal,DEF,West Ham,0.0,0,0,0,0,0.0,516,10
Marc Cucurella Saseta,DEF,Chelsea,1.2,0,0,-1,0,11.3,163,10
Toti António Gomes,DEF,Wolves,0.7,0,0,12,0,0.7,567,10
Cristian Romero,DEF,Spurs,1.7,0,0,13,0,12.3,498,10
Dan Burn,DEF,Newcastle,1.7,0,0,20,1,0.1,395,10
Destiny Udogie,DEF,Spurs,3.5,0,0,12,0,23.5,505,10
Jordan Pickford,GK,Everton,3.8,0,0,7,0,0.1,235,10
Boubacar Traoré,MID,Wolves,0.0,0,0,0,0,0.0,534,10
Stefan Bajčetić Maquieira,MID,Liverpool,0.0,0,0,0,0,0.0,312,10
Mikkel Damsgaard,MID,Brentford,3.3,0,0,8,1,4.6,89,10
Luis Díaz,MID,Liverpool,3.3,0,0,0,0,11.1,327,10
Enzo Barrenechea,MID,Aston Villa,0.0,0,0,0,0,0.0,30,10
Carlos Vinícius Alves Morais,FWD,Fulham,0.0,0,0,0,0,0.0,258,10
Pervis Estupiñán,DEF,Brighton,-0.3,0,0,3,0,7.8,122,10
James Milner,MID,Brighton,0.0,0,0,0,0,0.0,134,10
Ryan Trevitt,MID,Brentford,0.0,0,0,0,0,0.0,602,10
Enzo Fernández,MID,Chelsea,1.5,0,0,3,0,1.0,168,10
Luke Shaw,DEF,Man Utd,0.0,0,0,0,0,0.0,387,10
Fábio Freitas Gouveia Carvalho,MID,Brentford,1.0,0,0,0,0,0.6,314,10
Jérémy Doku,MID,Man City,0.0,0,0,6,0,11.0,346,10
Marcus Bettinelli,GK,Chelsea,0.5,0,0,0,0,0.0,155,10
Alisson Ramses Becker,GK,Liverpool,0.0,0,0,0,0,0.0,310,10
Aaron Hickey,DEF,Brentford,0.0,0,0,0,0,0.0,93,10
Vítezslav Jaros,GK,Liverpool,1.0,0,0,0,0,0.0,660,10
Alex McCarthy,GK,Southampton,-0.5,0,0,0,0,0.0,469,10
Neal Maupay,FWD,Everton,0.0,0,0,0,0,0.0,229,10
Steven Benda,GK,Fulham,0.0,0,0,0,0,0.0,242,10
Dean Henderson,GK,Crystal Palace,4.3,0,0,9,0,0.0,201,10
Ki-Jana Hoever,DEF,Wolves,0.0,0,0,0,0,0.0,552,10
Cheick Doucouré,MID,Crystal Palace,0.3,0,0,2,0,0.2,193,10
Scott McTominay,MID,Man Utd,0.0,0,0,0,0,0.0,381,10
Wilfred Ndidi,MID,Leicester,2.0,0,0,8,0,15.5,300,10
Maxence Lacroix,DEF,Crystal Palace,2.7,0,0,6,0,0.5,650,10
John Ruddy,GK,Newcastle,-1.0,0,0,0,0,0.0,414,10
Caleb Okoli,DEF,Leicester,0.7,0,0,0,0,0.0,301,10
Odysseas Vlachodimos,GK,Newcastle,-1.0,0,0,0,0,0.0,412,10
George Earthy,MID,West Ham,0.0,0,0,0,0,0.0,519,10
Daichi Kamada,MID,Crystal Palace,1.3,0,0,13,0,41.3,205,10
Reece James,DEF,Chelsea,1.8,0,0,11,0,6.7,172,10
Georginio Rutter,MID,Brighton,3.3,0,0,8,0,14.1,618,10
Conor Chaplin,MID,Ipswich,2.7,0,0,1,1,8.6,265,10
Santiago Bueno,DEF,Wolves,1.0,0,0,0,0,0.2,564,10
Corrie Ndaba,DEF,Ipswich,0.0,0,0,0,0,0.0,279,10
Kenny Tete,DEF,Fulham,1.7,0,0,12,0,4.5,257,10
Pablo Sarabia,MID,Wolves,0.7,0,0,4,0,3.9,565,10
Diogo Teixeira da Silva,MID,Liverpool,0.0,0,0,0,0,0.0,317,10
Kortney Hause,DEF,Aston Villa,-0.5,0,0,0,0,0.0,40,10
Liam Delap,FWD,Ipswich,3.0,0,0,7,1,11.3,268,10
Bastien Meupiyou,DEF,Wolves,0.0,0,0,0,0,0.0,637,10
Tino Livramento,DEF,Newcastle,2.3,0,1,27,1,21.4,409,10
Tyler Adams,MID,Bournemouth,-0.7,0,0,1,0,10.3,60,10
Danilo dos Santos de Oliveira,MID,Nott'm Forest,0.0,0,0,0,0,0.0,429,10
Jenson Metcalfe,MID,Everton,0.0,0,0,0,0,0.0,614,10
Marcus Rashford,MID,Man Utd,2.5,0,0,-5,1,3.8,385,10
James Maddison,MID,Spurs,4.5,0,0,21,0,1.9,494,10
Daniel Muñoz,DEF,Crystal Palace,3.0,1,0,4,0,12.7,211,10
Bruno Guimarães Rodriguez Moura,MID,Newcastle,1.3,0,0,9,1,4.9,394,10
Fraser Forster,GK,Spurs,0.5,0,0,0,0,0.0,488,10
Elliot Anderson,MID,Nott'm Forest,2.5,1,0,22,0,42.3,423,10
Charlie Taylor,DEF,Southampton,-0.2,0,0,0,0,0.0,475,10
Bryan Mbeumo,MID,Brentford,6.7,0,0,8,1,2.1,99,10
Matty Cash,DEF,Aston Villa,0.8,0,0,1,0,0.8,32,10
Adam Lallana,MID,Southampton,-0.2,0,0,4,0,7.1,463,10
Sandro Tonali,MID,Newcastle,0.0,0,0,1,0,1.3,417,10
Issa Diop,DEF,Fulham,0.0,0,0,0,0,0.0,245,10
Igor Julio dos Santos de Paulo,DEF,Brighton,1.3,0,0,7,0,1.2,128,10
Joelinton Cássio Apolinário de Lira,MID,Newcastle,1.3,0,0,5,1,12.8,403,10
John McGinn,MID,Aston Villa,1.2,0,0,6,0,13.5,48,10
